season,week,contestant,voting_method,lower,upper,point
8,2,Lawrence Taylor,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Chuck Wicks,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Gilles Marini,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Lil' Kim,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Steve-O,percent,0.025093339622641504,0.8724518301886792,0.025095339622641506
8,3,Ty Murray,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Holly Madison,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Melissa Rycroft,percent,0.009999000000000001,0.8624409448818898,0.8624389448818898
8,3,Shawn Johnson,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Steve Wozniak,percent,0.03362104724409449,0.8860639921259843,0.03362304724409449
8,3,David Alan Grier,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Denise Richards,percent,0.009999000000000001,0.10367470734908135,0.01
8,3,Lawrence Taylor,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Chuck Wicks,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Gilles Marini,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Lil' Kim,percent,0.009999000000000001,0.8624409448818898,0.01
8,3,Steve-O,percent,0.013936007874015749,0.8663789527559056,0.013938007874015747
8,4,Ty Murray,percent,0.009999000000000001,0.8958687685950414,0.8958667685950413
8,4,Holly Madison,percent,0.009999000000000001,0.12792581983471077,0.01
8,4,Melissa Rycroft,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Shawn Johnson,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Steve Wozniak,percent,0.009999000000000001,0.14280185289256195,0.01
8,4,David Alan Grier,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Lawrence Taylor,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Chuck Wicks,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Gilles Marini,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Lil' Kim,percent,0.009999000000000001,0.8958687685950414,0.01
8,4,Steve-O,percent,0.014131231404958679,0.900001,0.014133231404958677
8,5,Ty Murray,percent,0.01476090476190476,0.8914285714285715,0.014762904761904758
8,5,Melissa Rycroft,percent,0.009999000000000001,0.8866656666666667,0.01
8,5,Shawn Johnson,percent,0.009999000000000001,0.8866656666666667,0.8866636666666666
8,5,David Alan Grier,percent,0.009999000000000001,0.11746053968253971,0.01
8,5,Lawrence Taylor,percent,0.01952280952380953,0.8961904761904762,0.01952480952380953
8,5,Chuck Wicks,percent,0.009999000000000001,0.8866656666666667,0.01
8,5,Gilles Marini,percent,0.009999000000000001,0.8866656666666667,0.01
8,5,Lil' Kim,percent,0.009999000000000001,0.8866656666666667,0.01
8,5,Steve-O,percent,0.02904661904761905,0.9057142857142857,0.029048619047619052
8,6,Ty Murray,percent,0.009999000000000001,0.930001,0.01
8,6,Melissa Rycroft,percent,0.009999000000000001,0.930001,0.01
8,6,Shawn Johnson,percent,0.009999000000000001,0.930001,0.9299999999999999
8,6,Lawrence Taylor,percent,0.009999000000000001,0.930001,0.01
8,6,Chuck Wicks,percent,0.009999000000000001,0.930001,0.01
8,6,Gilles Marini,percent,0.009999000000000001,0.930001,0.01
8,6,Lil' Kim,percent,0.009999000000000001,0.930001,0.01
8,6,Steve-O,percent,0.009999000000000001,0.16397874462365594,0.01
8,7,Ty Murray,percent,0.009999000000000001,0.940001,0.01
8,7,Melissa Rycroft,percent,0.009999000000000001,0.940001,0.01
8,7,Shawn Johnson,percent,0.009999000000000001,0.940001,0.01
8,7,Lawrence Taylor,percent,0.009999000000000001,0.170329956043956,0.01
8,7,Chuck Wicks,percent,0.009999000000000001,0.940001,0.01
8,7,Gilles Marini,percent,0.009999000000000001,0.940001,0.01
8,7,Lil' Kim,percent,0.009999000000000001,0.940001,0.94
8,8,Ty Murray,percent,0.009999000000000001,0.933975358974359,0.01
8,8,Melissa Rycroft,percent,0.026024641025641025,0.950001,0.026026641025641027
8,8,Shawn Johnson,percent,0.009999000000000001,0.933975358974359,0.933973358974359
8,8,Chuck Wicks,percent,0.009999000000000001,0.1698721282051282,0.01
8,8,Gilles Marini,percent,0.009999000000000001,0.933975358974359,0.01
8,8,Lil' Kim,percent,0.009999000000000001,0.933975358974359,0.01
8,9,Ty Murray,percent,0.03247091011235955,0.960001,0.03247291011235955
8,9,Melissa Rycroft,percent,0.009999000000000001,0.9375290898876405,0.01
8,9,Shawn Johnson,percent,0.009999000000000001,0.9375290898876405,0.01
8,9,Gilles Marini,percent,0.009999000000000001,0.9375290898876405,0.9375270898876404
8,9,Lil' Kim,percent,0.009999000000000001,0.2052438456928839,0.01
8,10,Ty Murray,percent,0.009999000000000001,0.2808224178082191,0.01
8,10,Gilles Marini,percent,0.009999000000000001,0.970001,0.01
8,10,Melissa Rycroft,percent,0.009999000000000001,0.970001,0.01
8,10,Shawn Johnson,percent,0.009999000000000001,0.970001,0.97
9,1,Louie Vito,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Kelly Osbourne,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Kathy Ireland,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Aaron Carter,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Mya,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Natalie Coughlin,percent,0.009999000000000001,0.8500007463063894,0.8499992463063893
9,1,Tom DeLay,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Macy Gray,percent,0.009999000000000001,0.0827489678114988,0.01
9,1,Debi Mazar,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Donny Osmond,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Joanna Krupa,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Ashley Hamiliton,percent,0.009999000000000001,0.0827489678114988,0.01
9,1,Chuck Liddell,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Melissa Joan Hart,percent,0.009999000000000001,0.8500007463063894,0.01
9,1,Michael Irvin,percent,0.009999253693610611,0.850001,0.010000753693610611
9,1,Mark Dacascos,percent,0.009999000000000001,0.8500007463063894,0.01
9,2,Louie Vito,percent,0.009999000000000001,0.870001,0.01
9,2,Kelly Osbourne,percent,0.009999000000000001,0.870001,0.869999
9,2,Kathy Ireland,percent,0.009999000000000001,0.08163279591836735,0.01
9,2,Aaron Carter,percent,0.009999000000000001,0.870001,0.01
9,2,Mya,percent,0.009999000000000001,0.870001,0.01
9,2,Tom DeLay,percent,0.009999000000000001,0.870001,0.010001
9,2,Donny Osmond,percent,0.009999000000000001,0.870001,0.01
9,2,Debi Mazar,percent,0.009999000000000001,0.870001,0.01
9,2,Chuck Liddell,percent,0.009999000000000001,0.870001,0.01
9,2,Joanna Krupa,percent,0.009999000000000001,0.870001,0.01
9,2,Natalie Coughlin,percent,0.009999000000000001,0.870001,0.01
9,2,Melissa Joan Hart,percent,0.009999000000000001,0.870001,0.01
9,2,Michael Irvin,percent,0.009999000000000001,0.870001,0.01
9,2,Mark Dacascos,percent,0.009999000000000001,0.870001,0.01
9,3,Louie Vito,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Kelly Osbourne,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Aaron Carter,percent,0.009999000000000001,0.8606191550387596,0.8606171550387596
9,3,Mya,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Tom DeLay,percent,0.01775093798449613,0.8683720930232558,0.01775293798449613
9,3,Donny Osmond,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Debi Mazar,percent,0.009999000000000001,0.08795483482409068,0.01
9,3,Chuck Liddell,percent,0.009999000000000001,0.8606201550387597,0.010001
9,3,Joanna Krupa,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Natalie Coughlin,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Melissa Joan Hart,percent,0.009999000000000001,0.8606191550387596,0.01
9,3,Michael Irvin,percent,0.02162690697674419,0.8722480620155039,0.021628906976744192
9,3,Mark Dacascos,percent,0.009999000000000001,0.8606191550387596,0.01
9,4,Louie Vito,percent,0.014131231404958679,0.8958687685950414,0.014133231404958677
9,4,Kelly Osbourne,percent,0.009999000000000001,0.8917355371900827,0.8917335371900826
9,4,Aaron Carter,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Mya,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Donny Osmond,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Chuck Liddell,percent,0.009999000000000001,0.11157042975206612,0.01
9,4,Joanna Krupa,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Natalie Coughlin,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Melissa Joan Hart,percent,0.009999000000000001,0.8917355371900827,0.01
9,4,Michael Irvin,percent,0.014131231404958679,0.8958687685950414,0.014133231404958677
9,4,Mark Dacascos,percent,0.009999000000000001,0.8917355371900827,0.01
9,5,Louie Vito,percent,0.009999000000000001,0.9058687685950414,0.010001
9,5,Kelly Osbourne,percent,0.009999000000000001,0.9058677685950414,0.01
9,5,Aaron Carter,percent,0.009999000000000001,0.9058677685950414,0.01
9,5,Mya,percent,0.009999000000000001,0.9058677685950414,0.01
9,5,Donny Osmond,percent,0.009999000000000001,0.9058677685950414,0.01
9,5,Joanna Krupa,percent,0.009999000000000001,0.9058677685950414,0.9058657685950412
9,5,Natalie Coughlin,percent,0.009999000000000001,0.10909110909090909,0.01
9,5,Melissa Joan Hart,percent,0.009999000000000001,0.9058677685950414,0.01
9,5,Michael Irvin,percent,0.014131231404958679,0.9100010000000001,0.014133231404958677
9,5,Mark Dacascos,percent,0.009999000000000001,0.9058677685950414,0.01
9,6,Louie Vito,percent,0.009999000000000001,0.14490378476223578,0.01
9,6,Kelly Osbourne,percent,0.009999000000000001,0.9123075887553072,0.01
9,6,Aaron Carter,percent,0.009999000000000001,0.9123075887553072,0.01
9,6,Mya,percent,0.009999000000000001,0.9123075887553072,0.01
9,6,Donny Osmond,percent,0.009999000000000001,0.9123075887553072,0.01
9,6,Joanna Krupa,percent,0.009999000000000001,0.9123075887553072,0.01
9,6,Melissa Joan Hart,percent,0.009999000000000001,0.1449041213018622,0.01
9,6,Michael Irvin,percent,0.017692411244692775,0.9200010000000001,0.017694103553050764
9,6,Mark Dacascos,percent,0.009999000000000001,0.9123075887553072,0.9123058964469491
9,7,Kelly Osbourne,percent,0.009999000000000001,0.940001,0.01
9,7,Aaron Carter,percent,0.009999000000000001,0.940001,0.01
9,7,Mya,percent,0.009999000000000001,0.940001,0.01
9,7,Donny Osmond,percent,0.009999000000000001,0.940001,0.94
9,7,Joanna Krupa,percent,0.009999000000000001,0.940001,0.01
9,7,Michael Irvin,percent,0.009999000000000001,0.17734601234567898,0.01
9,7,Mark Dacascos,percent,0.009999000000000001,0.18684268850902183,0.01
9,8,Kelly Osbourne,percent,0.009999000000000001,0.960001,0.01
9,8,Aaron Carter,percent,0.009999000000000001,0.20916070534351142,0.01
9,8,Mya,percent,0.009999000000000001,0.960001,0.01
9,8,Donny Osmond,percent,0.009999000000000001,0.960001,0.96
9,8,Joanna Krupa,percent,0.009999000000000001,0.960001,0.01
9,9,Kelly Osbourne,percent,0.019375907233118595,0.9481252998022806,0.019377907233118597
9,9,Joanna Krupa,percent,0.009999000000000001,0.24687462987982145,0.01
9,9,Mya,percent,0.009999000000000001,0.938747392569162,0.01
9,9,Donny Osmond,percent,0.03187470019771942,0.9606240927668814,0.9606220927668814
10,2,Buzz Aldrin,percent,0.04636263636363637,0.8545434545454544,0.04636463636363637
10,2,Erin Andrews,percent,0.009999000000000001,0.818178818181818,0.818176818181818
10,2,Jake Pavelka,percent,0.009999000000000001,0.8181798181818181,0.010001
10,2,Aiden Turner,percent,0.014544454545454548,0.8227252727272726,0.014546454545454546
10,2,Pamela Anderson,percent,0.009999000000000001,0.818178818181818,0.01
10,2,Kate Gosselin,percent,0.032726272727272736,0.8409070909090908,0.03272827272727274
10,2,Chad Ochocinco,percent,0.02818081818181819,0.8363616363636363,0.02818281818181819
10,2,Evan Lysacek,percent,0.009999000000000001,0.818178818181818,0.01
10,2,Shannen Doherty,percent,0.009999000000000001,0.0909092727272727,0.01
10,2,Nicole Scherzinger,percent,0.009999000000000001,0.818178818181818,0.01
10,2,Niecy Nash,percent,0.009999000000000001,0.818178818181818,0.01
10,3,Buzz Aldrin,percent,0.009999000000000001,0.13596079113300494,0.01
10,3,Erin Andrews,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Jake Pavelka,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Aiden Turner,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Pamela Anderson,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Kate Gosselin,percent,0.009999000000000001,0.9100010000000001,0.91
10,3,Chad Ochocinco,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Evan Lysacek,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Nicole Scherzinger,percent,0.009999000000000001,0.9100010000000001,0.01
10,3,Niecy Nash,percent,0.009999000000000001,0.9100010000000001,0.01
10,4,Erin Andrews,percent,0.009999000000000001,0.9173055822102426,0.7798392749326146
10,4,Jake Pavelka,percent,0.009999000000000001,0.9173055822102426,0.034258760107816706
10,4,Aiden Turner,percent,0.009999000000000001,0.13327365738244987,0.047734849056603766
10,4,Niecy Nash,percent,0.009999000000000001,0.9173055822102426,0.03964959568733153
10,4,Kate Gosselin,percent,0.012694417789757405,0.9200010000000001,0.05043126684636117
10,4,Chad Ochocinco,percent,0.009999000000000001,0.9173055822102426,0.018086253369272227
10,4,Evan Lysacek,percent,0.009999000000000001,0.9173055822102426,0.01
10,4,Nicole Scherzinger,percent,0.009999000000000001,0.9173055822102426,0.01
10,4,Pamela Anderson,percent,0.009999000000000001,0.9173055822102426,0.01
10,5,Erin Andrews,percent,0.009999000000000001,0.930001,0.01
10,5,Jake Pavelka,percent,0.009999000000000001,0.930001,0.01
10,5,Niecy Nash,percent,0.009999000000000001,0.930001,0.9299999999999999
10,5,Kate Gosselin,percent,0.009999000000000001,0.16329504768786127,0.01
10,5,Chad Ochocinco,percent,0.009999000000000001,0.930001,0.01
10,5,Evan Lysacek,percent,0.009999000000000001,0.930001,0.01
10,5,Nicole Scherzinger,percent,0.009999000000000001,0.930001,0.01
10,5,Pamela Anderson,percent,0.009999000000000001,0.930001,0.01
10,6,Erin Andrews,percent,0.009999000000000001,0.940001,0.01
10,6,Jake Pavelka,percent,0.009999000000000001,0.1660974243854952,0.01
10,6,Niecy Nash,percent,0.009999000000000001,0.940001,0.01
10,6,Chad Ochocinco,percent,0.009999000000000001,0.940001,0.01
10,6,Evan Lysacek,percent,0.009999000000000001,0.940001,0.01
10,6,Nicole Scherzinger,percent,0.009999000000000001,0.940001,0.01
10,6,Pamela Anderson,percent,0.009999000000000001,0.940001,0.94
10,7,Erin Andrews,percent,0.009999000000000001,0.9435701318327975,0.010001
10,7,Niecy Nash,percent,0.01642986816720256,0.950001,0.016431868167202563
10,7,Chad Ochocinco,percent,0.009999000000000001,0.9435691318327974,0.9435671318327974
10,7,Evan Lysacek,percent,0.009999000000000001,0.9435691318327974,0.01
10,7,Nicole Scherzinger,percent,0.009999000000000001,0.9435691318327974,0.01
10,7,Pamela Anderson,percent,0.009999000000000001,0.16934652840300105,0.01
10,8,Erin Andrews,percent,0.009999000000000001,0.960001,0.01
10,8,Chad Ochocinco,percent,0.009999000000000001,0.960001,0.01
10,8,Evan Lysacek,percent,0.009999000000000001,0.960001,0.01
10,8,Nicole Scherzinger,percent,0.009999000000000001,0.960001,0.96
10,8,Niecy Nash,percent,0.009999000000000001,0.2300399256916996,0.01
10,9,Evan Lysacek,percent,0.009999000000000001,0.970001,0.23893830309734515
10,9,Erin Andrews,percent,0.009999000000000001,0.970001,0.252212639380531
10,9,Nicole Scherzinger,percent,0.009999000000000001,0.970001,0.23893830309734515
10,9,Chad Ochocinco,percent,0.009999000000000001,0.2699120044247787,0.2699107544247788
11,1,Rick Fox,percent,0.009999000000000001,0.89,0.01
11,1,The Situation,percent,0.009999000000000001,0.890001,0.010001
11,1,Margaret Cho,percent,0.009999000000000001,0.890001,0.010001
11,1,Michael Bolton,percent,0.009999000000000001,0.89,0.01
11,1,Jennifer Grey,percent,0.009999000000000001,0.89,0.01
11,1,Kurt Warner,percent,0.009999000000000001,0.89,0.01
11,1,Brandy,percent,0.009999000000000001,0.89,0.889998
11,1,David Hasselhoff,percent,0.009999000000000001,0.1005875381791483,0.01
11,1,Kyle Massey,percent,0.009999000000000001,0.89,0.01
11,1,Audrina Patridge,percent,0.009999000000000001,0.89,0.01
11,1,Florence Henderson,percent,0.009999000000000001,0.89,0.01
11,1,Bristol Palin,percent,0.009999000000000001,0.89,0.01
11,2,Rick Fox,percent,0.009999000000000001,0.900001,0.01
11,2,The Situation,percent,0.009999000000000001,0.900001,0.9
11,2,Margaret Cho,percent,0.009999000000000001,0.900001,0.01
11,2,Michael Bolton,percent,0.009999000000000001,0.12751972110242696,0.01
11,2,Kurt Warner,percent,0.009999000000000001,0.900001,0.01
11,2,Jennifer Grey,percent,0.009999000000000001,0.900001,0.01
11,2,Brandy,percent,0.009999000000000001,0.900001,0.01
11,2,Kyle Massey,percent,0.009999000000000001,0.900001,0.01
11,2,Audrina Patridge,percent,0.009999000000000001,0.900001,0.01
11,2,Florence Henderson,percent,0.009999000000000001,0.900001,0.01
11,2,Bristol Palin,percent,0.009999000000000001,0.900001,0.01
11,3,Rick Fox,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,The Situation,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Margaret Cho,percent,0.009999000000000001,0.11855223619909502,0.01
11,3,Kurt Warner,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Jennifer Grey,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Brandy,percent,0.009999000000000001,0.9100010000000001,0.91
11,3,Kyle Massey,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Audrina Patridge,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Florence Henderson,percent,0.009999000000000001,0.9100010000000001,0.01
11,3,Bristol Palin,percent,0.009999000000000001,0.9100010000000001,0.01
11,4,Rick Fox,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,The Situation,percent,0.009999000000000001,0.14401015394165118,0.01
11,4,Kurt Warner,percent,0.009999000000000001,0.9200010000000001,0.92
11,4,Jennifer Grey,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,Brandy,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,Kyle Massey,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,Audrina Patridge,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,Florence Henderson,percent,0.009999000000000001,0.9200010000000001,0.01
11,4,Bristol Palin,percent,0.009999000000000001,0.9200010000000001,0.01
11,5,Rick Fox,percent,0.009999000000000001,0.908021978021978,0.01
11,5,Kurt Warner,percent,0.009999000000000001,0.908021978021978,0.01
11,5,Jennifer Grey,percent,0.009999000000000001,0.908021978021978,0.908019978021978
11,5,Brandy,percent,0.009999000000000001,0.908021978021978,0.01
11,5,Kyle Massey,percent,0.015493505494505504,0.9135174835164834,0.015495505494505502
11,5,Audrina Patridge,percent,0.009999000000000001,0.908021978021978,0.01
11,5,Florence Henderson,percent,0.009999000000000001,0.13461563461538462,0.01
11,5,Bristol Palin,percent,0.026482516483516495,0.9245064945054945,0.026484516483516497
11,6,Rick Fox,percent,0.019659902234935096,0.8482121823668002,0.019661902234935098
11,6,Kurt Warner,percent,0.05830785901546529,0.8868601391473303,0.058309859015465294
11,6,Jennifer Grey,percent,0.024490836445823744,0.8530431165776888,0.024492836445823746
11,6,Brandy,percent,0.009999000000000001,0.8385502801318651,0.01
11,6,Audrina Patridge,percent,0.009999000000000001,0.13112564286697723,0.01
11,6,Kyle Massey,percent,0.019660385328356223,0.8482126654602212,0.019662385328356225
11,6,Bristol Palin,percent,0.02932273684355457,0.8578750169754197,0.8578730169754196
11,7,Rick Fox,percent,0.009999000000000001,0.1678660407673861,0.01
11,7,Kurt Warner,percent,0.009999000000000001,0.935611510791367,0.01
11,7,Jennifer Grey,percent,0.009999000000000001,0.935611510791367,0.9356095107913669
11,7,Brandy,percent,0.009999000000000001,0.935611510791367,0.01
11,7,Kyle Massey,percent,0.014795163069544363,0.9404086738609113,0.014797163069544362
11,7,Bristol Palin,percent,0.019591326139088722,0.9452048369304556,0.019593326139088724
11,8,Kurt Warner,percent,0.009999000000000001,0.21886832452830188,0.01
11,8,Jennifer Grey,percent,0.009999000000000001,0.9562274150943396,0.01
11,8,Brandy,percent,0.009999000000000001,0.9562274150943396,0.01
11,8,Kyle Massey,percent,0.009999000000000001,0.9562274150943396,0.9562254150943396
11,8,Bristol Palin,percent,0.013772584905660377,0.960001,0.013774584905660376
11,9,Jennifer Grey,percent,0.009999000000000001,0.9524571403508773,0.01
11,9,Brandy,percent,0.009999000000000001,0.25000049999999996,0.01
11,9,Kyle Massey,percent,0.009999000000000001,0.9524571403508773,0.01
11,9,Bristol Palin,percent,0.027542859649122807,0.970001,0.97
12,2,Kirstie Alley,percent,0.009999000000000001,0.9,0.01
12,2,Sugar Ray Leonard,percent,0.009999000000000001,0.900001,0.899999
12,2,Petra Nemcova,percent,0.009999000000000001,0.9,0.01
12,2,Mike Catherwood,percent,0.009999000000000001,0.10311465993265992,0.01
12,2,Ralph Macchio,percent,0.009999000000000001,0.9,0.01
12,2,Romeo,percent,0.009999000000000001,0.9,0.01
12,2,Hines Ward,percent,0.009999000000000001,0.9,0.01
12,2,Chelsea Kane,percent,0.009999000000000001,0.9,0.01
12,2,Wendy Williams,percent,0.009999000000000001,0.900001,0.010001
12,2,Kendra Wilkinson,percent,0.009999000000000001,0.9,0.01
12,2,Chris Jericho,percent,0.009999000000000001,0.9,0.01
12,3,Kirstie Alley,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Sugar Ray Leonard,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Petra Nemcova,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Ralph Macchio,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Romeo,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Hines Ward,percent,0.009999000000000001,0.9100010000000001,0.91
12,3,Chelsea Kane,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Wendy Williams,percent,0.009999000000000001,0.12990674205607478,0.01
12,3,Kendra Wilkinson,percent,0.009999000000000001,0.9100010000000001,0.01
12,3,Chris Jericho,percent,0.009999000000000001,0.9100010000000001,0.01
12,4,Kirstie Alley,percent,0.009999000000000001,0.9054378932038835,0.01
12,4,Sugar Ray Leonard,percent,0.009999000000000001,0.12028069687162894,0.01
12,4,Petra Nemcova,percent,0.009999000000000001,0.9054378932038835,0.9054358932038834
12,4,Ralph Macchio,percent,0.009999000000000001,0.9054378932038835,0.01
12,4,Romeo,percent,0.009999000000000001,0.9054378932038835,0.01
12,4,Hines Ward,percent,0.009999000000000001,0.9054378932038835,0.01
12,4,Chelsea Kane,percent,0.009999000000000001,0.9054378932038835,0.01
12,4,Kendra Wilkinson,percent,0.024562106796116496,0.9200010000000001,0.024564106796116498
12,4,Chris Jericho,percent,0.009999000000000001,0.9054378932038835,0.01
12,5,Kirstie Alley,percent,0.009999000000000001,0.9299999999999999,0.01
12,5,Petra Nemcova,percent,0.009999000000000001,0.13659818814432992,0.01
12,5,Ralph Macchio,percent,0.009999000000000001,0.930001,0.9299989999999999
12,5,Romeo,percent,0.009999000000000001,0.9299999999999999,0.01
12,5,Hines Ward,percent,0.009999000000000001,0.9299999999999999,0.01
12,5,Chelsea Kane,percent,0.009999000000000001,0.9299999999999999,0.01
12,5,Kendra Wilkinson,percent,0.009999000000000001,0.930001,0.010001
12,5,Chris Jericho,percent,0.009999000000000001,0.9299999999999999,0.01
12,6,Kirstie Alley,percent,0.009999000000000001,0.940001,0.14126998412698413
12,6,Ralph Macchio,percent,0.009999000000000001,0.940001,0.1523810952380952
12,6,Romeo,percent,0.009999000000000001,0.940001,0.13015887301587298
12,6,Hines Ward,percent,0.009999000000000001,0.940001,0.13571442857142857
12,6,Chelsea Kane,percent,0.009999000000000001,0.940001,0.13015887301587298
12,6,Kendra Wilkinson,percent,0.009999000000000001,0.940001,0.14682553968253964
12,6,Chris Jericho,percent,0.009999000000000001,0.16349234920634922,0.16349120634920633
12,7,Kirstie Alley,percent,0.012651519893899225,0.9473484801061007,0.012653519893899224
12,7,Ralph Macchio,percent,0.009999000000000001,0.9446949602122016,0.01
12,7,Romeo,percent,0.012651519893899225,0.9473484801061007,0.9473464801061008
12,7,Hines Ward,percent,0.009999000000000001,0.9446949602122016,0.01
12,7,Chelsea Kane,percent,0.009999000000000001,0.9446949602122016,0.01
12,7,Kendra Wilkinson,percent,0.009999000000000001,0.1715299531388152,0.01
12,8,Kirstie Alley,percent,0.009999000000000001,0.9369240769230769,0.01
12,8,Ralph Macchio,percent,0.03307592307692308,0.960001,0.03307792307692308
12,8,Romeo,percent,0.009999000000000001,0.20000040000000002,0.01
12,8,Hines Ward,percent,0.009999000000000001,0.9369240769230769,0.9369220769230769
12,8,Chelsea Kane,percent,0.009999000000000001,0.9369240769230769,0.01
12,9,Hines Ward,percent,0.009999000000000001,0.970001,0.01
12,9,Ralph Macchio,percent,0.009999000000000001,0.29574518085106377,0.01
12,9,Chelsea Kane,percent,0.009999000000000001,0.970001,0.01
12,9,Kirstie Alley,percent,0.009999000000000001,0.970001,0.97
13,1,Metta World Peace (Ron),percent,0.009999000000000001,0.10215070430107527,0.01
13,1,Elisabetta Canalis,percent,0.009999000000000001,0.890001,0.01
13,1,Hope Solo,percent,0.009999000000000001,0.890001,0.01
13,1,Chaz Bono,percent,0.009999000000000001,0.890001,0.01
13,1,Carson Kressley,percent,0.009999000000000001,0.890001,0.01
13,1,Chynna Phillips,percent,0.009999000000000001,0.890001,0.01
13,1,Nancy Grace,percent,0.009999000000000001,0.890001,0.89
13,1,J.R. Martinez,percent,0.009999000000000001,0.890001,0.01
13,1,Kristin Cavallari,percent,0.009999000000000001,0.890001,0.01
13,1,Ricki Lake,percent,0.009999000000000001,0.890001,0.01
13,1,Rob Kardashian,percent,0.009999000000000001,0.890001,0.01
13,1,David Arquette,percent,0.009999000000000001,0.890001,0.01
13,2,Hope Solo,percent,0.018967609865470848,0.8551529506726456,0.09661647900529964
13,2,Elisabetta Canalis,percent,0.009999000000000001,0.08764796004891971,0.08764686913982879
13,2,Chaz Bono,percent,0.0279362197309417,0.8641215605381165,0.10558508887077049
13,2,Carson Kressley,percent,0.023451914798206273,0.8596372556053811,0.10110078393803507
13,2,Chynna Phillips,percent,0.009999000000000001,0.8461843408071749,0.08764786913982879
13,2,Nancy Grace,percent,0.009999000000000001,0.8461843408071749,0.08764786913982879
13,2,J.R. Martinez,percent,0.009999000000000001,0.8461833408071748,0.08316356420709337
13,2,Kristin Cavallari,percent,0.009999000000000001,0.8461833408071748,0.08316356420709337
13,2,Ricki Lake,percent,0.009999000000000001,0.8461833408071748,0.07867925927435793
13,2,Rob Kardashian,percent,0.009999000000000001,0.8461843408071749,0.08764786913982879
13,2,David Arquette,percent,0.023451914798206273,0.8596372556053812,0.10110078393803507
13,3,Hope Solo,percent,0.009999000000000001,0.8678029071729957,0.010001
13,3,Chaz Bono,percent,0.03531545569620253,0.8931193628691982,0.03531745569620253
13,3,Carson Kressley,percent,0.014218409282700427,0.8720223164556961,0.014220409282700425
13,3,Chynna Phillips,percent,0.009999000000000001,0.8678019071729957,0.01
