season,contestant,week,judge1,judge2,judge3,judge4,total_score,num_judges,all_na,has_score
9,Ashley Hamiliton,4,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,5,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,6,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,7,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,8,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,9,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,10,0.0,0.0,0.0,,0.0,3,False,False
9,Ashley Hamiliton,11,,,,,,0,True,False
9,Debi Mazar,1,8.0,7.0,7.0,,22.0,3,False,True
9,Debi Mazar,2,7.0,7.0,7.0,,21.0,3,False,True
9,Debi Mazar,3,6.0,5.0,6.0,,17.0,3,False,True
9,Debi Mazar,4,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,5,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,6,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,7,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,8,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,9,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,10,0.0,0.0,0.0,,0.0,3,False,False
9,Debi Mazar,11,,,,,,0,True,False
9,Melissa Joan Hart,1,8.0,8.0,8.0,,24.0,3,False,True
9,Melissa Joan Hart,2,7.0,6.0,6.0,,19.0,3,False,True
9,Melissa Joan Hart,3,6.0,6.0,7.0,,19.0,3,False,True
9,Melissa Joan Hart,4,9.0,9.0,10.0,,28.0,3,False,True
9,Melissa Joan Hart,5,8.0,8.0,7.0,,23.0,3,False,True
9,Melissa Joan Hart,6,8.3333,8.3333,7.3333,,23.9999,3,False,True
9,Melissa Joan Hart,7,0.0,0.0,0.0,,0.0,3,False,False
9,Melissa Joan Hart,8,0.0,0.0,0.0,,0.0,3,False,False
9,Melissa Joan Hart,9,0.0,0.0,0.0,,0.0,3,False,False
9,Melissa Joan Hart,10,0.0,0.0,0.0,,0.0,3,False,False
9,Melissa Joan Hart,11,,,,,,0,True,False
9,Mark Dacascos,1,9.6666,9.6666,9.6666,,28.9998,3,False,True
9,Mark Dacascos,2,7.0,7.0,7.0,,21.0,3,False,True
9,Mark Dacascos,3,6.0,6.0,6.0,,18.0,3,False,True
9,Mark Dacascos,4,8.0,7.0,7.0,,22.0,3,False,True
9,Mark Dacascos,5,9.0,9.0,8.0,,26.0,3,False,True
9,Mark Dacascos,6,11.0,11.0,10.0,,32.0,3,False,True
9,Mark Dacascos,7,7.0,7.5,7.0,,21.5,3,False,True
9,Mark Dacascos,8,0.0,0.0,0.0,,0.0,3,False,False
9,Mark Dacascos,9,0.0,0.0,0.0,,0.0,3,False,False
9,Mark Dacascos,10,0.0,0.0,0.0,,0.0,3,False,False
9,Mark Dacascos,11,,,,,,0,True,False
9,Chuck Liddell,1,8.0,7.0,7.0,,22.0,3,False,True
9,Chuck Liddell,2,6.0,7.0,6.0,,19.0,3,False,True
9,Chuck Liddell,3,6.0,5.0,6.0,,17.0,3,False,True
9,Chuck Liddell,4,6.0,5.0,6.0,,17.0,3,False,True
9,Chuck Liddell,5,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,6,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,7,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,8,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,9,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,10,0.0,0.0,0.0,,0.0,3,False,False
9,Chuck Liddell,11,,,,,,0,True,False
9,Natalie Coughlin,1,9.6666,8.6666,8.6666,,26.9998,3,False,True
9,Natalie Coughlin,2,7.0,7.0,7.0,,21.0,3,False,True
9,Natalie Coughlin,3,9.0,8.0,9.0,,26.0,3,False,True
9,Natalie Coughlin,4,8.0,8.0,8.0,,24.0,3,False,True
9,Natalie Coughlin,5,7.0,8.0,7.0,,22.0,3,False,True
9,Natalie Coughlin,6,0.0,0.0,0.0,,0.0,3,False,False
9,Natalie Coughlin,7,0.0,0.0,0.0,,0.0,3,False,False
9,Natalie Coughlin,8,0.0,0.0,0.0,,0.0,3,False,False
9,Natalie Coughlin,9,0.0,0.0,0.0,,0.0,3,False,False
9,Natalie Coughlin,10,0.0,0.0,0.0,,0.0,3,False,False
9,Natalie Coughlin,11,,,,,,0,True,False
9,Louie Vito,1,8.6666,9.6666,8.6666,,26.9998,3,False,True
9,Louie Vito,2,6.0,7.0,6.0,,19.0,3,False,True
9,Louie Vito,3,8.0,5.0,7.0,,20.0,3,False,True
9,Louie Vito,4,5.0,5.0,6.0,,16.0,3,False,True
9,Louie Vito,5,7.0,8.0,7.0,,22.0,3,False,True
9,Louie Vito,6,8.0,8.0,8.0,,24.0,3,False,True
9,Louie Vito,7,0.0,0.0,0.0,,0.0,3,False,False
9,Louie Vito,8,0.0,0.0,0.0,,0.0,3,False,False
9,Louie Vito,9,0.0,0.0,0.0,,0.0,3,False,False
9,Louie Vito,10,0.0,0.0,0.0,,0.0,3,False,False
9,Louie Vito,11,,,,,,0,True,False
9,Michael Irvin,1,7.0,6.0,6.0,,19.0,3,False,True
9,Michael Irvin,2,7.0,7.0,6.0,,20.0,3,False,True
9,Michael Irvin,3,5.0,4.0,5.0,,14.0,3,False,True
9,Michael Irvin,4,5.0,6.0,5.0,,16.0,3,False,True
9,Michael Irvin,5,7.0,7.0,7.0,,21.0,3,False,True
9,Michael Irvin,6,6.6666,8.6666,6.6666,,21.9998,3,False,True
9,Michael Irvin,7,8.0,8.0,7.5,,23.5,3,False,True
9,Michael Irvin,8,0.0,0.0,0.0,,0.0,3,False,False
9,Michael Irvin,9,0.0,0.0,0.0,,0.0,3,False,False
9,Michael Irvin,10,0.0,0.0,0.0,,0.0,3,False,False
9,Michael Irvin,11,,,,,,0,True,False
9,Joanna Krupa,1,11.3333,11.3333,11.3333,,33.9999,3,False,True
9,Joanna Krupa,2,6.0,7.0,7.0,,20.0,3,False,True
9,Joanna Krupa,3,7.0,8.0,8.0,,23.0,3,False,True
9,Joanna Krupa,4,9.0,8.0,9.0,,26.0,3,False,True
9,Joanna Krupa,5,8.0,8.0,8.0,,24.0,3,False,True
9,Joanna Krupa,6,11.3333,12.3333,12.3333,,35.9999,3,False,True
9,Joanna Krupa,7,9.0,9.0,9.5,,27.5,3,False,True
9,Joanna Krupa,8,8.5,8.5,9.0,,26.0,3,False,True
9,Joanna Krupa,9,9.0,9.0,9.0,,27.0,3,False,True
9,Joanna Krupa,10,0.0,0.0,0.0,,0.0,3,False,False
9,Joanna Krupa,11,,,,,,0,True,False
9,Kathy Ireland,1,7.3333,6.3333,6.3333,,19.9999,3,False,True
9,Kathy Ireland,2,6.0,6.0,6.0,,18.0,3,False,True
9,Kathy Ireland,3,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,4,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,5,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,6,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,7,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,8,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,9,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,10,0.0,0.0,0.0,,0.0,3,False,False
9,Kathy Ireland,11,,,,,,0,True,False
9,Tom DeLay,1,7.3333,6.3333,6.3333,,19.9999,3,False,True
9,Tom DeLay,2,6.0,6.0,6.0,,18.0,3,False,True
9,Tom DeLay,3,6.0,4.0,5.0,,15.0,3,False,True
9,Tom DeLay,4,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,5,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,6,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,7,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,8,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,9,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,10,0.0,0.0,0.0,,0.0,3,False,False
9,Tom DeLay,11,,,,,,0,True,False
9,Macy Gray,1,7.3333,5.3333,6.3333,,18.9999,3,False,True
9,Macy Gray,2,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,3,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,4,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,5,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,6,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,7,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,8,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,9,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,10,0.0,0.0,0.0,,0.0,3,False,False
9,Macy Gray,11,,,,,,0,True,False
9,Aaron Carter,1,10.3333,11.3333,10.3333,,31.999899999999997,3,False,True
9,Aaron Carter,2,9.0,9.0,9.0,,27.0,3,False,True
9,Aaron Carter,3,8.0,6.0,7.0,,21.0,3,False,True
9,Aaron Carter,4,6.0,6.0,6.0,,18.0,3,False,True
9,Aaron Carter,5,8.0,8.0,8.0,,24.0,3,False,True
9,Aaron Carter,6,10.6666,11.6666,10.6666,,32.9998,3,False,True
9,Aaron Carter,7,8.5,9.0,9.0,,26.5,3,False,True
9,Aaron Carter,8,8.0,8.5,8.5,,25.0,3,False,True
9,Aaron Carter,9,0.0,0.0,0.0,,0.0,3,False,False
9,Aaron Carter,10,0.0,0.0,0.0,,0.0,3,False,False
9,Aaron Carter,11,,,,,,0,True,False
9,Mya,1,11.3333,8.3333,11.3333,,30.999899999999997,3,False,True
9,Mya,2,9.0,9.0,9.0,,27.0,3,False,True
9,Mya,3,10.0,7.0,10.0,,27.0,3,False,True
9,Mya,4,10.0,8.0,10.0,,28.0,3,False,True
9,Mya,5,9.0,9.0,9.0,,27.0,3,False,True
9,Mya,6,11.0,10.0,12.0,,33.0,3,False,True
9,Mya,7,8.5,7.5,8.5,,24.5,3,False,True
9,Mya,8,9.5,10.0,10.0,,29.5,3,False,True
9,Mya,9,9.3333,9.6666,10.0,,28.9999,3,False,True
9,Mya,10,9.4444,9.4444,9.4444,,28.333199999999998,3,False,True
9,Mya,11,,,,,,0,True,False
9,Donny Osmond,1,10.3333,9.3333,10.3333,,29.999899999999997,3,False,True
9,Donny Osmond,2,8.0,9.0,8.0,,25.0,3,False,True
9,Donny Osmond,3,7.0,7.0,7.0,,21.0,3,False,True
9,Donny Osmond,4,8.0,8.0,8.0,,24.0,3,False,True
9,Donny Osmond,5,10.0,9.0,10.0,,29.0,3,False,True
9,Donny Osmond,6,10.3333,10.3333,10.3333,,30.999899999999997,3,False,True
9,Donny Osmond,7,8.5,8.5,9.0,,26.0,3,False,True
9,Donny Osmond,8,8.5,8.0,8.5,,25.0,3,False,True
9,Donny Osmond,9,8.0,8.3333,8.3333,,24.6666,3,False,True
9,Donny Osmond,10,9.6666,9.6666,9.6666,,28.9998,3,False,True
9,Donny Osmond,11,,,,,,0,True,False
9,Kelly Osbourne,1,9.6666,10.6666,10.6666,,30.9998,3,False,True
9,Kelly Osbourne,2,6.0,7.0,6.0,,19.0,3,False,True
9,Kelly Osbourne,3,7.0,6.0,7.0,,20.0,3,False,True
9,Kelly Osbourne,4,8.0,7.0,8.0,,23.0,3,False,True
9,Kelly Osbourne,5,8.0,8.0,8.0,,24.0,3,False,True
9,Kelly Osbourne,6,8.6666,7.6666,8.6666,,24.9998,3,False,True
9,Kelly Osbourne,7,8.5,8.5,9.0,,26.0,3,False,True
9,Kelly Osbourne,8,8.0,8.5,9.0,,25.5,3,False,True
9,Kelly Osbourne,9,8.6666,8.6666,8.6666,,25.9998,3,False,True
9,Kelly Osbourne,10,8.5,8.5,8.2222,,25.2222,3,False,True
9,Kelly Osbourne,11,,,,,,0,True,False
10,Aiden Turner,1,5.0,5.0,5.0,,15.0,3,False,True
10,Aiden Turner,2,7.0,6.0,6.0,,19.0,3,False,True
10,Aiden Turner,3,7.0,6.0,7.0,,20.0,3,False,True
10,Aiden Turner,4,5.5,5.5,5.5,,16.5,3,False,True
10,Aiden Turner,5,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,6,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,7,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,8,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,9,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,10,0.0,0.0,0.0,,0.0,3,False,False
10,Aiden Turner,11,,,,,,0,True,False
10,Shannen Doherty,1,6.0,6.0,6.0,,18.0,3,False,True
10,Shannen Doherty,2,7.0,6.0,7.0,,20.0,3,False,True
10,Shannen Doherty,3,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,4,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,5,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,6,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,7,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,8,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,9,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,10,0.0,0.0,0.0,,0.0,3,False,False
10,Shannen Doherty,11,,,,,,0,True,False
10,Niecy Nash,1,7.0,5.0,6.0,,18.0,3,False,True
10,Niecy Nash,2,7.0,7.0,7.0,,21.0,3,False,True
10,Niecy Nash,3,7.0,7.0,7.0,,21.0,3,False,True
10,Niecy Nash,4,6.0,6.0,6.0,,18.0,3,False,True
10,Niecy Nash,5,6.0,6.0,6.0,,18.0,3,False,True
10,Niecy Nash,6,8.6666,8.6666,8.6666,,25.9998,3,False,True
10,Niecy Nash,7,8.5,8.0,8.0,,24.5,3,False,True
10,Niecy Nash,8,7.0,7.0,7.5,,21.5,3,False,True
10,Niecy Nash,9,0.0,0.0,0.0,,0.0,3,False,False
10,Niecy Nash,10,0.0,0.0,0.0,,0.0,3,False,False
10,Niecy Nash,11,,,,,,0,True,False
10,Buzz Aldrin,1,5.0,4.0,5.0,,14.0,3,False,True
10,Buzz Aldrin,2,4.0,4.0,4.0,,12.0,3,False,True
10,Buzz Aldrin,3,5.0,4.0,4.0,,13.0,3,False,True
10,Buzz Aldrin,4,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,5,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,6,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,7,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,8,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,9,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,10,0.0,0.0,0.0,,0.0,3,False,False
10,Buzz Aldrin,11,,,,,,0,True,False
10,Chad Ochocinco,1,6.0,6.0,6.0,,18.0,3,False,True
10,Chad Ochocinco,2,6.0,5.0,5.0,,16.0,3,False,True
10,Chad Ochocinco,3,7.0,6.0,7.0,,20.0,3,False,True
10,Chad Ochocinco,4,7.5,6.5,8.0,,22.0,3,False,True
10,Chad Ochocinco,5,6.0,6.0,6.0,,18.0,3,False,True
10,Chad Ochocinco,6,10.3333,10.3333,10.3333,,30.999899999999997,3,False,True
10,Chad Ochocinco,7,8.5,9.0,8.5,,26.0,3,False,True
10,Chad Ochocinco,8,7.5,7.5,7.5,,22.5,3,False,True
10,Chad Ochocinco,9,8.5,8.5,9.0,,26.0,3,False,True
10,Chad Ochocinco,10,0.0,0.0,0.0,,0.0,3,False,False
10,Chad Ochocinco,11,,,,,,0,True,False
10,Evan Lysacek,1,8.0,7.0,8.0,,23.0,3,False,True
10,Evan Lysacek,2,8.0,8.0,8.0,,24.0,3,False,True
10,Evan Lysacek,3,9.0,8.0,9.0,,26.0,3,False,True
10,Evan Lysacek,4,9.0,8.0,9.0,,26.0,3,False,True
10,Evan Lysacek,5,9.0,9.0,9.0,,27.0,3,False,True
10,Evan Lysacek,6,9.0,9.0,9.0,,27.0,3,False,True
10,Evan Lysacek,7,9.0,9.0,9.0,,27.0,3,False,True
10,Evan Lysacek,8,9.0,8.5,9.0,,26.5,3,False,True
10,Evan Lysacek,9,10.0,9.5,10.0,,29.5,3,False,True
10,Evan Lysacek,10,9.3333,8.7777,8.7777,,26.8887,3,False,True
10,Evan Lysacek,11,,,,,,0,True,False
10,Pamela Anderson,1,7.0,6.0,8.0,,21.0,3,False,True
10,Pamela Anderson,2,7.0,7.0,8.0,,22.0,3,False,True
10,Pamela Anderson,3,7.0,7.0,7.0,,21.0,3,False,True
10,Pamela Anderson,4,7.5,7.5,8.5,,23.5,3,False,True
10,Pamela Anderson,5,7.0,6.0,8.0,,21.0,3,False,True
10,Pamela Anderson,6,9.6666,9.6666,10.6666,,29.9998,3,False,True
10,Pamela Anderson,7,8.5,8.5,8.5,,25.5,3,False,True
10,Pamela Anderson,8,0.0,0.0,0.0,,0.0,3,False,False
10,Pamela Anderson,9,0.0,0.0,0.0,,0.0,3,False,False
10,Pamela Anderson,10,0.0,0.0,0.0,,0.0,3,False,False
10,Pamela Anderson,11,,,,,,0,True,False
10,Nicole Scherzinger,1,9.0,7.0,9.0,,25.0,3,False,True
10,Nicole Scherzinger,2,10.0,8.0,10.0,,28.0,3,False,True
10,Nicole Scherzinger,3,8.0,6.0,9.0,,23.0,3,False,True
10,Nicole Scherzinger,4,8.5,8.0,8.5,,25.0,3,False,True
10,Nicole Scherzinger,5,10.0,9.0,10.0,,29.0,3,False,True
10,Nicole Scherzinger,6,12.3333,10.3333,13.3333,,35.9999,3,False,True
10,Nicole Scherzinger,7,9.0,9.0,9.0,,27.0,3,False,True
10,Nicole Scherzinger,8,10.0,9.5,10.0,,29.5,3,False,True
10,Nicole Scherzinger,9,10.0,9.5,10.0,,29.5,3,False,True
10,Nicole Scherzinger,10,9.5,9.5,9.7777,,28.7777,3,False,True
10,Nicole Scherzinger,11,,,,,,0,True,False
10,Erin Andrews,1,7.0,7.0,7.0,,21.0,3,False,True
10,Erin Andrews,2,8.0,7.0,8.0,,23.0,3,False,True
10,Erin Andrews,3,8.0,7.0,8.0,,23.0,3,False,True
10,Erin Andrews,4,6.5,6.5,6.5,,19.5,3,False,True
10,Erin Andrews,5,7.0,7.0,8.0,,22.0,3,False,True
10,Erin Andrews,6,12.0,10.0,12.0,,34.0,3,False,True
10,Erin Andrews,7,8.5,8.5,8.5,,25.5,3,False,True
10,Erin Andrews,8,8.5,9.0,9.0,,26.5,3,False,True
10,Erin Andrews,9,9.5,9.0,9.5,,28.0,3,False,True
10,Erin Andrews,10,9.2222,8.8888,8.8888,,26.9998,3,False,True
10,Erin Andrews,11,,,,,,0,True,False
10,Kate Gosselin,1,6.0,5.0,5.0,,16.0,3,False,True
10,Kate Gosselin,2,5.0,5.0,5.0,,15.0,3,False,True
10,Kate Gosselin,3,5.0,5.0,5.0,,15.0,3,False,True
10,Kate Gosselin,4,5.0,5.5,5.5,,16.0,3,False,True
10,Kate Gosselin,5,5.0,5.0,5.0,,15.0,3,False,True
10,Kate Gosselin,6,0.0,0.0,0.0,,0.0,3,False,False
10,Kate Gosselin,7,0.0,0.0,0.0,,0.0,3,False,False
10,Kate Gosselin,8,0.0,0.0,0.0,,0.0,3,False,False
10,Kate Gosselin,9,0.0,0.0,0.0,,0.0,3,False,False
10,Kate Gosselin,10,0.0,0.0,0.0,,0.0,3,False,False
10,Kate Gosselin,11,,,,,,0,True,False
10,Jake Pavelka,1,7.0,6.0,7.0,,20.0,3,False,True
10,Jake Pavelka,2,6.0,7.0,7.0,,20.0,3,False,True
10,Jake Pavelka,3,7.0,7.0,7.0,,21.0,3,False,True
10,Jake Pavelka,4,6.5,6.5,6.0,,19.0,3,False,True
10,Jake Pavelka,5,8.0,7.0,8.0,,23.0,3,False,True
10,Jake Pavelka,6,8.3333,8.3333,8.3333,,24.999899999999997,3,False,True
10,Jake Pavelka,7,0.0,0.0,0.0,,0.0,3,False,False
10,Jake Pavelka,8,0.0,0.0,0.0,,0.0,3,False,False
10,Jake Pavelka,9,0.0,0.0,0.0,,0.0,3,False,False
10,Jake Pavelka,10,0.0,0.0,0.0,,0.0,3,False,False
10,Jake Pavelka,11,,,,,,0,True,False
11,David Hasselhoff,1,5.0,5.0,5.0,,15.0,3,False,True
11,David Hasselhoff,2,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,3,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,4,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,5,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,6,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,7,0.0,0.0,0.0,0.0,0.0,4,False,False
11,David Hasselhoff,8,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,9,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,10,0.0,0.0,0.0,,0.0,3,False,False
11,David Hasselhoff,11,,,,,,0,True,False
11,Florence Henderson,1,6.0,6.0,6.0,,18.0,3,False,True
11,Florence Henderson,2,7.0,6.0,6.0,,19.0,3,False,True
11,Florence Henderson,3,7.0,6.0,7.0,,20.0,3,False,True
11,Florence Henderson,4,6.0,6.0,5.5,,17.5,3,False,True
11,Florence Henderson,5,7.0,7.0,7.0,,21.0,3,False,True
11,Florence Henderson,6,0.0,0.0,0.0,,0.0,3,False,False
11,Florence Henderson,7,0.0,0.0,0.0,0.0,0.0,4,False,False
11,Florence Henderson,8,0.0,0.0,0.0,,0.0,3,False,False
11,Florence Henderson,9,0.0,0.0,0.0,,0.0,3,False,False
11,Florence Henderson,10,0.0,0.0,0.0,,0.0,3,False,False
11,Florence Henderson,11,,,,,,0,True,False
11,Kyle Massey,1,8.0,7.0,8.0,,23.0,3,False,True
11,Kyle Massey,2,8.0,7.0,7.0,,22.0,3,False,True
11,Kyle Massey,3,8.0,7.0,8.0,,23.0,3,False,True
11,Kyle Massey,4,7.0,6.5,6.5,,20.0,3,False,True
11,Kyle Massey,5,8.0,5.0,7.0,,20.0,3,False,True
11,Kyle Massey,6,10.3333,9.3333,10.3333,,29.999899999999997,3,False,True
11,Kyle Massey,7,9.0,8.5,8.0,8.0,33.5,4,False,True
11,Kyle Massey,8,9.5,9.0,9.5,,28.0,3,False,True
11,Kyle Massey,9,10.0,9.0,10.0,,29.0,3,False,True
11,Kyle Massey,10,9.3333,8.6666,9.3333,,27.333199999999998,3,False,True
11,Kyle Massey,11,,,,,,0,True,False
11,Jennifer Grey,1,8.0,8.0,8.0,,24.0,3,False,True
11,Jennifer Grey,2,8.0,8.0,8.0,,24.0,3,False,True
11,Jennifer Grey,3,8.0,8.0,8.0,,24.0,3,False,True
11,Jennifer Grey,4,9.5,9.0,9.5,,28.0,3,False,True
11,Jennifer Grey,5,8.0,8.0,9.0,,25.0,3,False,True
11,Jennifer Grey,6,9.0,10.0,10.0,,29.0,3,False,True
11,Jennifer Grey,7,9.5,9.0,9.0,9.0,36.5,4,False,True
11,Jennifer Grey,8,9.5,9.5,9.5,,28.5,3,False,True
11,Jennifer Grey,9,10.0,10.0,10.0,,30.0,3,False,True
11,Jennifer Grey,10,10.0,10.0,10.0,,30.0,3,False,True
11,Jennifer Grey,11,,,,,,0,True,False
11,Rick Fox,1,8.0,7.0,7.0,,22.0,3,False,True
11,Rick Fox,2,7.0,7.0,7.0,,21.0,3,False,True
11,Rick Fox,3,8.0,8.0,8.0,,24.0,3,False,True
11,Rick Fox,4,6.0,7.0,6.5,,19.5,3,False,True
11,Rick Fox,5,8.0,8.0,8.0,,24.0,3,False,True
11,Rick Fox,6,10.0,10.0,10.0,,30.0,3,False,True
11,Rick Fox,7,9.0,8.5,8.5,8.5,34.5,4,False,True
11,Rick Fox,8,0.0,0.0,0.0,,0.0,3,False,False
11,Rick Fox,9,0.0,0.0,0.0,,0.0,3,False,False
11,Rick Fox,10,0.0,0.0,0.0,,0.0,3,False,False
11,Rick Fox,11,,,,,,0,True,False
11,Kurt Warner,1,7.0,5.0,7.0,,19.0,3,False,True
11,Kurt Warner,2,7.0,7.0,7.0,,21.0,3,False,True
11,Kurt Warner,3,8.0,8.0,7.0,,23.0,3,False,True
11,Kurt Warner,4,6.0,5.5,5.5,,17.0,3,False,True
11,Kurt Warner,5,8.0,8.0,8.0,,24.0,3,False,True
11,Kurt Warner,6,7.3333,7.3333,7.3333,,21.9999,3,False,True
11,Kurt Warner,7,9.5,8.5,8.5,8.5,35.0,4,False,True
11,Kurt Warner,8,8.0,8.0,8.0,,24.0,3,False,True
11,Kurt Warner,9,0.0,0.0,0.0,,0.0,3,False,False
11,Kurt Warner,10,0.0,0.0,0.0,,0.0,3,False,False
11,Kurt Warner,11,,,,,,0,True,False
11,Margaret Cho,1,5.0,5.0,5.0,,15.0,3,False,True
11,Margaret Cho,2,6.0,6.0,6.0,,18.0,3,False,True
11,Margaret Cho,3,6.0,6.0,6.0,,18.0,3,False,True
11,Margaret Cho,4,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,5,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,6,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,7,0.0,0.0,0.0,0.0,0.0,4,False,False
11,Margaret Cho,8,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,9,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,10,0.0,0.0,0.0,,0.0,3,False,False
11,Margaret Cho,11,,,,,,0,True,False
11,Michael Bolton,1,6.0,5.0,5.0,,16.0,3,False,True
11,Michael Bolton,2,4.0,5.0,3.0,,12.0,3,False,True
11,Michael Bolton,3,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,4,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,5,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,6,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,7,0.0,0.0,0.0,0.0,0.0,4,False,False
11,Michael Bolton,8,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,9,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,10,0.0,0.0,0.0,,0.0,3,False,False
11,Michael Bolton,11,,,,,,0,True,False
11,Brandy,1,7.0,8.0,8.0,,23.0,3,False,True
11,Brandy,2,7.0,7.0,7.0,,21.0,3,False,True
11,Brandy,3,8.0,8.0,8.0,,24.0,3,False,True
11,Brandy,4,8.0,8.0,8.0,,24.0,3,False,True
11,Brandy,5,9.0,9.0,9.0,,27.0,3,False,True
11,Brandy,6,11.3333,12.3333,12.3333,,35.9999,3,False,True
11,Brandy,7,9.0,9.0,9.5,9.0,36.5,4,False,True
11,Brandy,8,9.0,9.5,10.0,,28.5,3,False,True
11,Brandy,9,9.5,9.5,9.5,,28.5,3,False,True
11,Brandy,10,0.0,0.0,0.0,,0.0,3,False,False
11,Brandy,11,,,,,,0,True,False
11,The Situation,1,5.0,5.0,5.0,,15.0,3,False,True
11,The Situation,2,6.0,6.0,6.0,,18.0,3,False,True
11,The Situation,3,7.0,6.0,7.0,,20.0,3,False,True
11,The Situation,4,5.0,4.5,4.5,,14.0,3,False,True
11,The Situation,5,0.0,0.0,0.0,,0.0,3,False,False
11,The Situation,6,0.0,0.0,0.0,,0.0,3,False,False
11,The Situation,7,0.0,0.0,0.0,0.0,0.0,4,False,False
11,The Situation,8,0.0,0.0,0.0,,0.0,3,False,False
